2.23872113857e-08     2.52587226918e-14 
2.34422881532e-08     1.70729187442e-14 
2.45470891568e-08     1.52847844915e-14 
2.57039578277e-08     1.31605199966e-14 
2.69153480393e-08     1.77208976961e-14 
2.81838293126e-08     1.83557204115e-14 
2.95120922667e-08     2.53669496671e-14 
3.09029543251e-08     9.52334301136e-13 
3.2359365693e-08     1.40286254511e-12 
3.38844156139e-08     4.30405366685e-14 
3.54813389234e-08     3.19682524942e-14 
3.71535229097e-08     2.71971878178e-14 
3.89045144994e-08     2.92460520299e-14 
4.07380277804e-08     4.24556151556e-14 
4.26579518802e-08     4.10198560462e-14 
4.46683592151e-08     2.16882050915e-14 
4.67735141287e-08     2.98128557126e-14 
4.89778819368e-08     2.55731430484e-14 
5.12861383991e-08     2.28607405964e-14 
5.3703179637e-08     3.23286617642e-14 
5.6234132519e-08     3.08186900682e-14 
5.88843655356e-08     3.48061210995e-14 
6.16595001861e-08     3.89396765744e-14 
6.45654229035e-08     1.10988636046e-13 
6.76082975392e-08     9.80699342469e-14 
7.07945784384e-08     4.32981254031e-14 
7.41310241301e-08     3.09748023816e-14 
7.76247116629e-08     4.1145530035e-14 
8.12830516164e-08     4.92549763939e-14 
8.51138038202e-08     3.28321713968e-14 
8.91250938134e-08     4.14146027149e-14 
9.33254300797e-08     4.42272742418e-14 
9.77237220956e-08     5.0858096646e-14 
1.02329299228e-07     6.34442092385e-14 
1.07151930524e-07     4.35898184054e-14 
1.1220184543e-07     4.94787695254e-14 
1.17489755494e-07     5.25857003961e-14 
1.23026877081e-07     4.61624784796e-14 
1.28824955169e-07     6.15474452898e-14 
1.34896288259e-07     4.7902925283e-14 
1.41253754462e-07     5.60323935248e-14 
1.47910838817e-07     6.93764733764e-14 
1.54881661891e-07     1.09443972495e-13 
1.62181009736e-07     1.13496908438e-13 
1.69824365246e-07     7.58064800731e-14 
1.77827941004e-07     1.06794637573e-13 
1.86208713666e-07     1.19548737177e-13 
1.94984459976e-07     1.30739565042e-13 
2.04173794467e-07     8.87948843861e-14 
2.1379620895e-07     1.04347150611e-13 
2.23872113857e-07     1.05872314262e-13 
2.34422881532e-07     1.19623799333e-13 
2.45470891568e-07     9.35941445063e-14 
2.57039578277e-07     1.38989972025e-13 
2.69153480393e-07     1.55122110368e-13 
2.81838293126e-07     1.24854602093e-13 
2.95120922667e-07     1.38675301479e-13 
3.09029543251e-07     1.59398976167e-13 
3.2359365693e-07     1.81651360127e-13 
3.38844156139e-07     1.8631780312e-13 
3.54813389234e-07     1.94954710909e-13 
3.71535229097e-07     1.90235396492e-13 
3.89045144994e-07     2.12798050901e-13 
4.07380277804e-07     2.42611826125e-13 
4.26579518802e-07     2.7154372751e-13 
4.46683592151e-07     2.63626088097e-13 
4.67735141287e-07     2.60658400321e-13 
4.89778819368e-07     2.32044778606e-13 
5.12861383991e-07     3.05305632873e-13 
5.3703179637e-07     2.48778308942e-13 
5.6234132519e-07     3.12071773205e-13 
5.88843655356e-07     3.11431095275e-13 
6.16595001861e-07     3.34157687898e-13 
6.45654229035e-07     3.8634063913e-13 
6.76082975392e-07     4.23458972578e-13 
7.07945784384e-07     3.92868231374e-13 
7.41310241301e-07     3.53661126828e-13 
7.76247116629e-07     3.89155998487e-13 
8.12830516164e-07     4.19992705653e-13 
8.51138038202e-07     4.36097810422e-13 
8.91250938134e-07     4.02021600431e-13 
9.33254300797e-07     4.67173550555e-13 
9.77237220956e-07     5.00464806079e-13 
