1.02329299228e-09     3.89633526168e-12 
1.07151930524e-09     3.69825034508e-14 
1.1220184543e-09     3.50892457778e-14 
1.17489755494e-09     3.25040772405e-14 
1.23026877081e-09     2.95778881866e-14 
1.28824955169e-09     2.85688187284e-14 
1.34896288259e-09     2.65758070832e-14 
1.41253754462e-09     2.4595964436e-14 
1.47910838817e-09     2.40537542796e-14 
1.54881661891e-09     2.20941242684e-14 
1.62181009736e-09     2.05896414582e-14 
1.69824365246e-09     1.80703703996e-14 
1.77827941004e-09     1.68644807998e-14 
1.86208713666e-09     1.69156871154e-14 
1.94984459976e-09     1.55852186766e-14 
2.04173794467e-09     1.60166454463e-14 
2.1379620895e-09     1.33131882246e-14 
2.23872113857e-09     1.37017508619e-14 
2.34422881532e-09     1.4060099041e-14 
2.45470891568e-09     1.31592157951e-14 
2.57039578277e-09     1.27568328603e-14 
2.69153480393e-09     1.1613120571e-14 
2.81838293126e-09     1.20222334625e-14 
2.95120922667e-09     1.24082058742e-14 
3.09029543251e-09     1.16665316076e-14 
3.2359365693e-09     1.11257472702e-14 
3.38844156139e-09     1.16902852976e-14 
3.54813389234e-09     1.24242752892e-14 
3.71535229097e-09     1.3573896456e-14 
3.89045144994e-09     1.417268969e-14 
4.07380277804e-09     1.41094903965e-14 
4.26579518802e-09     1.30680781279e-14 
4.46683592151e-09     1.27940536671e-14 
4.67735141287e-09     1.07542114003e-14 
4.89778819368e-09     9.21426521343e-15 
5.12861383991e-09     8.00008766602e-15 
5.3703179637e-09     7.65758266083e-15 
5.6234132519e-09     6.66885439738e-15 
5.88843655356e-09     6.52266655497e-15 
6.16595001861e-09     6.53274314364e-15 
6.45654229035e-09     6.48279804656e-15 
6.76082975392e-09     6.7787021604e-15 
7.07945784384e-09     7.26107173813e-15 
7.41310241301e-09     7.76274964488e-15 
7.76247116629e-09     9.7463418994e-15 
8.12830516164e-09     1.22189056778e-14 
8.51138038202e-09     1.31812606666e-14 
8.91250938134e-09     1.30786513896e-14 
9.33254300797e-09     1.21002477057e-14 
9.77237220956e-09     1.07752280491e-14 
1.02329299228e-08     1.04638790382e-14 
1.07151930524e-08     9.84076786083e-15 
1.1220184543e-08     1.04193576831e-14 
1.17489755494e-08     1.07405930137e-14 
1.23026877081e-08     1.04911526943e-14 
1.28824955169e-08     1.12338603706e-14 
1.34896288259e-08     8.62251122788e-15 
1.41253754462e-08     8.44876804537e-15 
1.47910838817e-08     1.09630988947e-14 
1.54881661891e-08     1.7931811648e-14 
1.62181009736e-08     1.87744706879e-14 
1.69824365246e-08     1.71567651666e-14 
1.77827941004e-08     1.45136403252e-14 
1.86208713666e-08     1.60021057532e-14 
1.94984459976e-08     1.88422401449e-14 
2.04173794467e-08     1.82995518753e-14 
2.1379620895e-08     2.45209239184e-14 
